rms,mean,std,variance,max,min,peak_to_peak,kurtosis,crest_factor,dominant_frequency,spectral_energy,label
0.037009,-8.2e-05,0.037008,0.00137,0.079895,-0.078543,0.158438,1.803676,2.158825,48.83,0.001033,HEALTHY
0.037259,-0.00018,0.037259,0.001388,0.078558,-0.083373,0.161932,1.808018,2.108432,48.83,0.001067,HEALTHY
0.037108,0.000264,0.037108,0.001377,0.077661,-0.080961,0.158622,1.794942,2.092822,48.83,0.001038,HEALTHY
0.03715,0.000498,0.037147,0.00138,0.095544,-0.093999,0.189543,1.819296,2.571846,48.83,0.001072,HEALTHY
0.037331,0.000434,0.037329,0.001393,0.085299,-0.080309,0.165608,1.819086,2.284912,48.83,0.001036,HEALTHY
0.037206,0.000421,0.037203,0.001384,0.080205,-0.093563,0.173768,1.827477,2.155729,48.83,0.001048,HEALTHY
0.037177,0.000488,0.037173,0.001382,0.082907,-0.082999,0.165906,1.816532,2.230083,48.83,0.00106,HEALTHY
0.036704,-9.2e-05,0.036704,0.001347,0.075353,-0.083706,0.159058,1.792332,2.052967,48.83,0.001008,HEALTHY
0.036603,0.00018,0.036602,0.00134,0.080483,-0.082999,0.163481,1.797037,2.198817,48.83,0.001022,HEALTHY
0.037619,2.4e-05,0.037619,0.001415,0.082027,-0.079951,0.161978,1.818031,2.180458,48.83,0.001097,HEALTHY
0.0371,0.000244,0.037099,0.001376,0.087092,-0.088088,0.17518,1.835525,2.347501,48.83,0.001027,HEALTHY
0.036906,0.000981,0.036893,0.001361,0.097839,-0.082399,0.180238,1.81273,2.651023,48.83,0.001043,HEALTHY
0.036968,0.000492,0.036964,0.001366,0.081444,-0.085855,0.167299,1.803706,2.203121,48.83,0.00104,HEALTHY
0.037134,0.000651,0.037128,0.001378,0.092139,-0.079694,0.171833,1.819495,2.48127,48.83,0.001026,HEALTHY
0.037413,4.8e-05,0.037413,0.0014,0.07646,-0.079521,0.155981,1.790569,2.043695,48.83,0.001084,HEALTHY
0.036918,0.00054,0.036914,0.001363,0.08916,-0.08358,0.172739,1.805129,2.415077,48.83,0.001043,HEALTHY
0.036827,0.000297,0.036826,0.001356,0.086962,-0.077862,0.164824,1.827279,2.361386,48.83,0.001008,HEALTHY
0.0369,0.000236,0.036899,0.001362,0.088351,-0.084612,0.172963,1.869298,2.394359,48.83,0.001051,HEALTHY
0.03668,0.000207,0.036679,0.001345,0.083588,-0.081078,0.164666,1.814733,2.278865,48.83,0.001021,HEALTHY
0.037473,0.001102,0.037457,0.001403,0.082962,-0.081663,0.164625,1.812296,2.213888,48.83,0.001049,HEALTHY
0.037602,1.9e-05,0.037602,0.001414,0.087734,-0.080668,0.168403,1.815072,2.33326,48.83,0.001074,HEALTHY
0.036766,-0.00019,0.036766,0.001352,0.08262,-0.077999,0.160619,1.793583,2.247173,48.83,0.001036,HEALTHY
0.037257,0.00048,0.037254,0.001388,0.085347,-0.081289,0.166636,1.845961,2.290783,48.83,0.001039,HEALTHY
0.037213,0.000399,0.037211,0.001385,0.089863,-0.088212,0.178075,1.868719,2.414831,48.83,0.001041,HEALTHY
0.036967,0.000617,0.036962,0.001366,0.083437,-0.079575,0.163012,1.837118,2.257056,48.83,0.001014,HEALTHY
0.03712,-0.000192,0.03712,0.001378,0.084505,-0.085453,0.169958,1.821392,2.276533,48.83,0.001054,HEALTHY
0.037419,0.000418,0.037417,0.0014,0.080364,-0.082686,0.16305,1.82845,2.147654,48.83,0.00107,HEALTHY
0.037384,0.000733,0.037377,0.001397,0.079614,-0.084858,0.164473,1.810987,2.129642,48.83,0.00106,HEALTHY
0.037167,0.000259,0.037167,0.001381,0.083367,-0.090296,0.173663,1.8189,2.243009,48.83,0.001058,HEALTHY
0.037483,0.000677,0.037477,0.001405,0.081871,-0.091197,0.173068,1.84191,2.184217,48.83,0.001051,HEALTHY
0.037313,4.7e-05,0.037313,0.001392,0.08308,-0.081308,0.164387,1.7823,2.226583,48.83,0.001065,HEALTHY
0.036733,0.000209,0.036733,0.001349,0.086745,-0.077846,0.164591,1.840265,2.361474,48.83,0.001033,HEALTHY
0.037106,0.000415,0.037104,0.001377,0.09244,-0.086562,0.179003,1.809222,2.491248,48.83,0.001043,HEALTHY
0.036827,0.000228,0.036826,0.001356,0.083519,-0.085777,0.169297,1.801832,2.267915,48.83,0.001029,HEALTHY
0.036756,0.000667,0.03675,0.001351,0.082679,-0.082977,0.165657,1.786552,2.249388,48.83,0.001021,HEALTHY
0.037261,0.000637,0.037256,0.001388,0.084347,-0.093894,0.178241,1.83831,2.263646,48.83,0.001054,HEALTHY
0.03706,0.000456,0.037057,0.001373,0.084119,-0.080694,0.164813,1.793933,2.269819,48.83,0.001035,HEALTHY
0.037248,0.000186,0.037247,0.001387,0.077044,-0.080859,0.157903,1.794155,2.068438,48.83,0.001075,HEALTHY
0.037257,0.000177,0.037257,0.001388,0.091722,-0.087132,0.178854,1.818901,2.461884,48.83,0.001053,HEALTHY
0.037284,0.000208,0.037283,0.00139,0.088846,-0.087384,0.17623,1.834405,2.382972,48.83,0.001085,HEALTHY
0.036922,0.000589,0.036917,0.001363,0.081135,-0.078279,0.159414,1.810755,2.197476,48.83,0.001048,HEALTHY
0.037475,0.000599,0.03747,0.001404,0.085163,-0.088685,0.173848,1.826761,2.272532,48.83,0.001074,HEALTHY
0.036889,0.00058,0.036884,0.00136,0.080678,-0.083665,0.164343,1.819085,2.18707,48.83,0.001033,HEALTHY
0.037131,0.000739,0.037124,0.001378,0.083354,-0.09053,0.173884,1.800937,2.244836,48.83,0.001056,HEALTHY
0.036791,0.000105,0.036791,0.001354,0.079737,-0.080392,0.160129,1.827611,2.167299,48.83,0.001011,HEALTHY
0.037217,0.000257,0.037217,0.001385,0.089347,-0.081901,0.171248,1.840431,2.40067,48.83,0.001065,HEALTHY
0.037367,0.000778,0.037359,0.001396,0.088371,-0.073842,0.162213,1.804071,2.364917,48.83,0.001077,HEALTHY
0.03731,8.6e-05,0.03731,0.001392,0.085886,-0.080823,0.166709,1.795259,2.301974,48.83,0.001069,HEALTHY
0.0374,0.000234,0.037399,0.001399,0.081856,-0.079527,0.161382,1.789629,2.188674,48.83,0.001077,HEALTHY
0.037416,0.000336,0.037414,0.0014,0.084661,-0.080533,0.165194,1.799912,2.262688,48.83,0.001097,HEALTHY
0.036751,0.000402,0.036748,0.00135,0.08988,-0.084968,0.174848,1.809233,2.445671,48.83,0.001028,HEALTHY
0.0371,0.000284,0.037099,0.001376,0.080706,-0.085798,0.166504,1.817885,2.175369,48.83,0.001045,HEALTHY
0.037204,0.001013,0.037191,0.001383,0.081656,-0.085485,0.167141,1.809449,2.194793,48.83,0.001034,HEALTHY
0.036847,0.000448,0.036844,0.001358,0.078339,-0.079891,0.15823,1.807434,2.126067,48.83,0.001058,HEALTHY
0.037175,0.000483,0.037172,0.001382,0.085033,-0.089308,0.17434,1.815927,2.287351,48.83,0.001045,HEALTHY
0.03749,0.000535,0.037486,0.001405,0.087549,-0.085853,0.173402,1.814501,2.335284,48.83,0.001066,HEALTHY
0.037302,0.000129,0.037302,0.001391,0.083941,-0.078644,0.162585,1.775499,2.250314,48.83,0.001053,HEALTHY
0.037246,0.000657,0.03724,0.001387,0.082414,-0.079279,0.161693,1.825713,2.212718,48.83,0.001045,HEALTHY
0.037079,0.000325,0.037078,0.001375,0.082719,-0.084704,0.167423,1.796198,2.230862,48.83,0.001052,HEALTHY
0.036742,-0.00018,0.036742,0.00135,0.077311,-0.078293,0.155604,1.822754,2.10415,48.83,0.001025,HEALTHY
0.036646,0.000455,0.036643,0.001343,0.082667,-0.086359,0.169026,1.829721,2.255853,48.83,0.001018,HEALTHY
0.03779,4.2e-05,0.03779,0.001428,0.077833,-0.087609,0.165442,1.797226,2.059635,48.83,0.001102,HEALTHY
0.037224,0.000528,0.037221,0.001385,0.076826,-0.089467,0.166293,1.80118,2.063877,48.83,0.001075,HEALTHY
0.03683,0.000388,0.036827,0.001356,0.083712,-0.082812,0.166524,1.843158,2.272972,48.83,0.001045,HEALTHY
0.036768,3.7e-05,0.036768,0.001352,0.082692,-0.085757,0.168449,1.809944,2.249008,48.83,0.001042,HEALTHY
0.037143,0.000241,0.037142,0.00138,0.078846,-0.085226,0.164072,1.787887,2.122767,48.83,0.001039,HEALTHY
0.036953,0.000458,0.03695,0.001365,0.083585,-0.079529,0.163114,1.824187,2.261938,48.83,0.00104,HEALTHY
0.036888,0.000606,0.036883,0.00136,0.090131,-0.075064,0.165195,1.760924,2.443372,48.83,0.001026,HEALTHY
0.037197,0.000475,0.037194,0.001383,0.085916,-0.080919,0.166835,1.810783,2.309716,48.83,0.001061,HEALTHY
0.03714,0.000521,0.037136,0.001379,0.085541,-0.085368,0.170909,1.815683,2.303218,48.83,0.001069,HEALTHY
0.037135,-0.000133,0.037135,0.001379,0.082186,-0.089285,0.171472,1.819897,2.213185,48.83,0.001055,HEALTHY
0.037187,0.000406,0.037185,0.001383,0.082415,-0.082059,0.164474,1.782922,2.216233,48.83,0.001053,HEALTHY
0.036847,0.001041,0.036832,0.001357,0.079977,-0.08008,0.160057,1.815125,2.170531,48.83,0.000992,HEALTHY
0.036783,-0.000156,0.036783,0.001353,0.087198,-0.096361,0.183559,1.84035,2.370619,48.83,0.001035,HEALTHY
0.036711,-7.9e-05,0.036711,0.001348,0.080249,-0.080709,0.160958,1.805349,2.185958,48.83,0.00102,HEALTHY
0.036884,0.000646,0.036878,0.00136,0.083263,-0.080874,0.164137,1.826803,2.25744,48.83,0.001046,HEALTHY
0.03717,0.000845,0.03716,0.001381,0.087022,-0.084639,0.171661,1.790266,2.341175,48.83,0.001049,HEALTHY
0.105269,0.002527,0.105239,0.011075,0.253788,-0.255929,0.509717,2.26132,2.410852,48.83,0.008288,DEVIATION
0.105707,0.003175,0.105659,0.011164,0.252155,-0.243113,0.495268,2.219069,2.385409,48.83,0.008344,DEVIATION
0.105401,0.00283,0.105363,0.011101,0.235699,-0.246962,0.48266,2.208452,2.236204,48.83,0.008254,DEVIATION
0.104273,0.001057,0.104268,0.010872,0.265355,-0.25989,0.525245,2.234088,2.544811,48.83,0.008254,DEVIATION
0.105573,0.002319,0.105548,0.01114,0.263126,-0.275729,0.538855,2.23552,2.492355,48.83,0.008461,DEVIATION
0.105067,0.001367,0.105058,0.011037,0.250711,-0.261514,0.512226,2.196328,2.386209,48.83,0.008245,DEVIATION
0.105181,0.003034,0.105138,0.011054,0.240275,-0.264646,0.504921,2.226663,2.284386,48.83,0.008166,DEVIATION
0.105503,0.003185,0.105455,0.011121,0.252319,-0.246574,0.498892,2.22226,2.391578,48.83,0.008381,DEVIATION
0.104313,0.003045,0.104269,0.010872,0.239551,-0.239355,0.478905,2.237844,2.296458,48.83,0.008201,DEVIATION
0.105582,0.002397,0.105555,0.011142,0.267621,-0.245137,0.512758,2.218903,2.534707,48.83,0.008317,DEVIATION
0.105225,0.002787,0.105188,0.011065,0.253449,-0.248251,0.5017,2.239827,2.408631,48.83,0.008308,DEVIATION
0.10598,0.000919,0.105976,0.011231,0.257725,-0.253178,0.510903,2.244946,2.431818,48.83,0.008504,DEVIATION
0.106059,0.002439,0.106031,0.011242,0.247082,-0.259151,0.506234,2.194371,2.329678,48.83,0.008328,DEVIATION
0.104684,0.001755,0.10467,0.010956,0.249199,-0.249575,0.498774,2.201299,2.380482,48.83,0.008183,DEVIATION
0.105321,0.002486,0.105292,0.011086,0.27342,-0.264189,0.537609,2.22525,2.59606,48.83,0.008397,DEVIATION
0.105313,0.001376,0.105304,0.011089,0.250374,-0.243305,0.493678,2.221316,2.377431,48.83,0.008303,DEVIATION
0.10513,0.002254,0.105106,0.011047,0.250042,-0.257989,0.508031,2.180031,2.378412,48.83,0.008318,DEVIATION
0.104916,0.002797,0.104879,0.011,0.248267,-0.241559,0.489826,2.230502,2.366341,48.83,0.008241,DEVIATION
0.105026,0.002875,0.104987,0.011022,0.241331,-0.261221,0.502553,2.248436,2.297823,48.83,0.008216,DEVIATION
0.104656,0.002125,0.104635,0.010948,0.243446,-0.257632,0.501078,2.220952,2.326148,48.83,0.008291,DEVIATION
0.104896,0.002539,0.104865,0.010997,0.253323,-0.240398,0.493721,2.230509,2.415,48.83,0.008235,DEVIATION
0.105225,0.002405,0.105197,0.011066,0.250037,-0.258945,0.508981,2.214965,2.376213,48.83,0.008318,DEVIATION
0.104921,0.003124,0.104875,0.010999,0.24335,-0.24028,0.48363,2.24772,2.319355,48.83,0.008263,DEVIATION
0.104948,0.001938,0.10493,0.01101,0.253681,-0.241207,0.494888,2.191804,2.417197,48.83,0.008316,DEVIATION
0.104713,0.001357,0.104705,0.010963,0.246119,-0.252543,0.498662,2.206232,2.350409,48.83,0.008173,DEVIATION
0.103479,0.002959,0.103437,0.010699,0.227438,-0.239789,0.467227,2.187447,2.197914,48.83,0.008007,DEVIATION
0.105397,0.002719,0.105362,0.011101,0.247212,-0.2446,0.491812,2.180603,2.345521,48.83,0.008399,DEVIATION
0.104315,0.0017,0.104301,0.010879,0.231755,-0.243208,0.474963,2.190126,2.221681,48.83,0.008018,DEVIATION
0.105117,0.002381,0.10509,0.011044,0.237487,-0.245481,0.482968,2.233392,2.259272,48.83,0.008322,DEVIATION
0.104825,0.002688,0.10479,0.010981,0.248052,-0.247462,0.495514,2.18926,2.366347,48.83,0.008212,DEVIATION
0.104509,0.003199,0.10446,0.010912,0.268718,-0.242985,0.511703,2.195091,2.571246,48.83,0.008046,DEVIATION
0.105859,0.001706,0.105845,0.011203,0.243308,-0.258054,0.501361,2.211637,2.298412,48.83,0.008302,DEVIATION
0.105373,0.002364,0.105347,0.011098,0.241015,-0.264373,0.505388,2.246557,2.287253,48.83,0.008367,DEVIATION
0.105927,0.002688,0.105893,0.011213,0.242101,-0.240138,0.482239,2.167535,2.285554,48.83,0.008506,DEVIATION
0.105986,0.003298,0.105934,0.011222,0.26294,-0.266046,0.528986,2.241749,2.480901,48.83,0.008351,DEVIATION
0.10498,0.001866,0.104964,0.011017,0.26528,-0.254908,0.520189,2.245905,2.526955,48.83,0.00828,DEVIATION
0.105253,0.001595,0.105241,0.011076,0.24053,-0.262805,0.503335,2.247092,2.285251,48.83,0.008302,DEVIATION
0.105101,0.003075,0.105056,0.011037,0.245708,-0.252859,0.498567,2.247532,2.337831,48.83,0.008291,DEVIATION
0.10486,0.001209,0.104853,0.010994,0.255928,-0.248334,0.504262,2.210792,2.440654,48.83,0.008291,DEVIATION
0.105374,0.002442,0.105346,0.011098,0.242063,-0.242299,0.484362,2.21444,2.297167,48.83,0.008317,DEVIATION
0.105841,0.002313,0.105816,0.011197,0.271305,-0.26296,0.534266,2.26641,2.563318,48.83,0.0083,DEVIATION
0.105513,0.002789,0.105476,0.011125,0.251589,-0.247827,0.499416,2.198696,2.384429,48.83,0.008302,DEVIATION
0.104371,0.002215,0.104348,0.010888,0.24299,-0.238105,0.481094,2.263156,2.328127,48.83,0.008364,DEVIATION
0.104929,0.002383,0.104902,0.011004,0.278445,-0.238479,0.516924,2.199118,2.653652,48.83,0.008318,DEVIATION
0.104511,0.002938,0.10447,0.010914,0.255058,-0.243076,0.498134,2.199112,2.440487,48.83,0.008314,DEVIATION
0.104678,0.002257,0.104653,0.010952,0.253119,-0.253325,0.506444,2.273766,2.418086,48.83,0.008229,DEVIATION
0.105288,0.0025,0.105258,0.011079,0.260769,-0.256572,0.517341,2.266115,2.476728,48.83,0.008256,DEVIATION
0.105322,0.003582,0.105261,0.01108,0.257476,-0.253283,0.510759,2.187767,2.444667,48.83,0.00822,DEVIATION
0.105242,0.002277,0.105217,0.011071,0.265313,-0.252912,0.518225,2.168199,2.520985,48.83,0.008328,DEVIATION
0.104868,0.0016,0.104856,0.010995,0.23597,-0.248947,0.484917,2.211491,2.250162,48.83,0.008115,DEVIATION
0.105897,0.001762,0.105882,0.011211,0.263398,-0.242279,0.505677,2.231266,2.487304,48.83,0.008397,DEVIATION
0.105198,0.002768,0.105161,0.011059,0.263495,-0.254611,0.518105,2.192852,2.504755,48.83,0.00826,DEVIATION
0.105139,0.002752,0.105103,0.011047,0.252315,-0.243251,0.495566,2.251325,2.399818,48.83,0.008229,DEVIATION
0.10556,0.002115,0.105539,0.011138,0.246675,-0.252677,0.499352,2.210853,2.336824,48.83,0.008417,DEVIATION
0.104908,0.001972,0.10489,0.011002,0.25882,-0.268746,0.527566,2.214124,2.467108,48.83,0.008162,DEVIATION
0.105139,0.001485,0.105128,0.011052,0.257422,-0.265615,0.523037,2.222009,2.448397,48.83,0.008022,DEVIATION
0.106122,0.002235,0.106099,0.011257,0.254353,-0.244389,0.498743,2.202051,2.396791,48.83,0.008439,DEVIATION
0.105106,0.002577,0.105075,0.011041,0.237391,-0.255636,0.493027,2.192053,2.258579,48.83,0.008396,DEVIATION
0.104254,0.000599,0.104253,0.010869,0.245321,-0.244959,0.49028,2.204289,2.353101,48.83,0.008055,DEVIATION
0.10607,0.00257,0.106039,0.011244,0.257781,-0.26355,0.52133,2.23413,2.43028,48.83,0.008512,DEVIATION
0.104501,0.002345,0.104475,0.010915,0.241565,-0.242004,0.483569,2.220531,2.311607,48.83,0.008195,DEVIATION
0.105291,0.001943,0.105273,0.011082,0.253852,-0.266316,0.520168,2.200927,2.41097,48.83,0.008343,DEVIATION
0.105129,0.003325,0.105076,0.011041,0.249165,-0.251409,0.500574,2.200219,2.370094,48.83,0.008247,DEVIATION
0.1044,0.001754,0.104385,0.010896,0.252449,-0.242197,0.494646,2.205833,2.418099,48.83,0.008119,DEVIATION
0.10546,0.000499,0.105458,0.011121,0.237353,-0.235634,0.472986,2.204623,2.250652,48.83,0.008246,DEVIATION
0.106319,0.003203,0.106271,0.011294,0.249297,-0.260495,0.509791,2.249303,2.344796,48.83,0.008419,DEVIATION
0.104575,0.001368,0.104566,0.010934,0.245928,-0.282494,0.528422,2.25156,2.351685,48.83,0.008248,DEVIATION
0.104613,0.002709,0.104578,0.010936,0.243984,-0.251073,0.495057,2.209663,2.332259,48.83,0.008151,DEVIATION
0.105318,0.002139,0.105297,0.011087,0.257027,-0.272839,0.529866,2.250455,2.44047,48.83,0.008503,DEVIATION
0.105464,0.002384,0.105437,0.011117,0.257925,-0.248558,0.506483,2.202107,2.445627,48.83,0.008239,DEVIATION
0.104353,0.002434,0.104325,0.010884,0.248471,-0.255728,0.504199,2.218516,2.381058,48.83,0.008171,DEVIATION
0.104063,0.002478,0.104033,0.010823,0.256653,-0.236581,0.493234,2.22562,2.466323,48.83,0.008111,DEVIATION
0.105888,0.002044,0.105868,0.011208,0.239921,-0.261922,0.501842,2.246446,2.265798,48.83,0.008385,DEVIATION
0.104732,0.002217,0.104708,0.010964,0.256723,-0.27255,0.529273,2.211105,2.451238,48.83,0.008181,DEVIATION
0.104253,0.003297,0.104201,0.010858,0.251737,-0.241968,0.493705,2.242979,2.414674,48.83,0.008034,DEVIATION
0.105501,0.002443,0.105473,0.011125,0.262825,-0.240857,0.503682,2.207595,2.491199,48.83,0.008409,DEVIATION
0.105471,0.002029,0.105452,0.01112,0.254342,-0.261795,0.516137,2.237674,2.411478,48.83,0.008242,DEVIATION
0.105237,0.001873,0.105221,0.011071,0.250239,-0.241149,0.491389,2.215198,2.377859,48.83,0.008344,DEVIATION
0.105693,0.003437,0.105637,0.011159,0.28514,-0.258468,0.543607,2.236525,2.697811,48.83,0.00843,DEVIATION
0.104988,0.002067,0.104967,0.011018,0.237184,-0.250284,0.487468,2.235203,2.259159,48.83,0.008305,DEVIATION
0.105139,0.00246,0.10511,0.011048,0.252722,-0.246221,0.498942,2.214898,2.403692,48.83,0.00839,DEVIATION
0.105946,0.001617,0.105934,0.011222,0.247363,-0.273598,0.52096,2.229778,2.334793,48.83,0.008386,DEVIATION
0.10535,0.003735,0.105283,0.011085,0.236498,-0.259666,0.496165,2.201524,2.244892,48.83,0.008287,DEVIATION
0.104135,0.003145,0.104088,0.010834,0.253278,-0.260804,0.514082,2.239449,2.432203,48.83,0.00818,DEVIATION
0.105842,0.001472,0.105832,0.0112,0.245174,-0.247686,0.49286,2.218879,2.316414,48.83,0.008331,DEVIATION
0.105421,0.002243,0.105397,0.011108,0.260883,-0.24543,0.506314,2.19732,2.474688,48.83,0.008332,DEVIATION
0.105196,0.002226,0.105173,0.011061,0.26122,-0.253522,0.514742,2.228103,2.483162,48.83,0.008291,DEVIATION
0.104467,0.002699,0.104432,0.010906,0.275764,-0.247653,0.523418,2.240162,2.639722,48.83,0.008115,DEVIATION
0.105305,0.002302,0.105279,0.011084,0.252969,-0.245774,0.498743,2.212829,2.402255,48.83,0.008419,DEVIATION
0.106026,0.002186,0.106003,0.011237,0.252608,-0.263596,0.516204,2.242369,2.38252,48.83,0.008528,DEVIATION
0.105178,0.002324,0.105153,0.011057,0.250981,-0.258093,0.509074,2.235494,2.386241,48.83,0.008176,DEVIATION
0.105343,0.001789,0.105327,0.011094,0.239444,-0.241009,0.480453,2.170855,2.273002,48.83,0.008359,DEVIATION
0.10484,0.002392,0.104813,0.010986,0.238245,-0.246769,0.485014,2.180815,2.272452,48.83,0.008331,DEVIATION
0.104934,0.002272,0.104909,0.011006,0.264191,-0.244114,0.508305,2.197254,2.517696,48.83,0.008107,DEVIATION
0.105316,0.001651,0.105304,0.011089,0.24274,-0.252163,0.494903,2.220482,2.304865,48.83,0.00818,DEVIATION
0.105226,0.001772,0.105212,0.011069,0.238805,-0.251531,0.490336,2.223512,2.269436,48.83,0.00827,DEVIATION
0.104948,0.001988,0.104929,0.01101,0.239236,-0.25558,0.494816,2.173117,2.279576,48.83,0.008259,DEVIATION
0.104828,0.002057,0.104808,0.010985,0.263011,-0.257424,0.520435,2.238399,2.508974,48.83,0.008225,DEVIATION
0.104836,0.003502,0.104778,0.010978,0.235705,-0.253469,0.489173,2.18821,2.248313,48.83,0.008155,DEVIATION
0.105035,0.0028,0.104998,0.011025,0.244719,-0.249435,0.494155,2.21005,2.329873,48.83,0.008245,DEVIATION
0.105103,0.001897,0.105086,0.011043,0.275778,-0.247458,0.523236,2.264689,2.623876,48.83,0.008241,DEVIATION
0.104996,0.000957,0.104992,0.011023,0.272277,-0.248108,0.520385,2.229189,2.593217,48.83,0.008289,DEVIATION
0.104721,0.00271,0.104686,0.010959,0.260001,-0.245461,0.505462,2.204488,2.482785,48.83,0.008206,DEVIATION
0.105538,0.00187,0.105522,0.011135,0.249481,-0.236401,0.485881,2.219455,2.363885,48.83,0.00851,DEVIATION
0.104981,0.003059,0.104936,0.011012,0.271194,-0.246274,0.517469,2.240717,2.58327,48.83,0.008167,DEVIATION
0.104768,0.001946,0.10475,0.010973,0.257224,-0.241431,0.498655,2.216977,2.455172,48.83,0.008317,DEVIATION
0.105156,0.001338,0.105147,0.011056,0.249407,-0.269488,0.518895,2.258223,2.371784,48.83,0.008255,DEVIATION
0.104492,0.00199,0.104473,0.010915,0.248868,-0.241635,0.490503,2.200935,2.381702,48.83,0.008228,DEVIATION
0.105122,0.00165,0.105109,0.011048,0.248133,-0.26211,0.510243,2.246937,2.360435,48.83,0.008487,DEVIATION
0.104958,0.002447,0.104929,0.01101,0.245816,-0.250257,0.496074,2.281326,2.342054,48.83,0.008223,DEVIATION
0.104399,0.001976,0.10438,0.010895,0.236466,-0.250169,0.486635,2.226305,2.265026,48.83,0.008168,DEVIATION
0.106221,0.002137,0.106199,0.011278,0.254699,-0.261823,0.516522,2.26569,2.39783,48.83,0.008475,DEVIATION
0.104268,0.001792,0.104252,0.010869,0.245111,-0.266203,0.511314,2.217051,2.350793,48.83,0.008227,DEVIATION
0.10461,0.00254,0.104579,0.010937,0.258814,-0.26123,0.520044,2.215552,2.474091,48.83,0.008273,DEVIATION
0.104837,0.002022,0.104817,0.010987,0.259594,-0.279317,0.538911,2.240033,2.476177,48.83,0.008057,DEVIATION
0.10589,0.002834,0.105852,0.011205,0.240896,-0.244961,0.485856,2.257818,2.274967,48.83,0.008402,DEVIATION
0.10502,0.001593,0.105008,0.011027,0.249339,-0.245254,0.494594,2.226152,2.374217,48.83,0.008347,DEVIATION
0.104276,0.002171,0.104254,0.010869,0.234415,-0.239782,0.474198,2.207468,2.248019,48.83,0.008181,DEVIATION
0.104225,0.002219,0.104201,0.010858,0.242183,-0.246107,0.488291,2.224529,2.323656,48.83,0.008088,DEVIATION
0.105486,0.000946,0.105482,0.011126,0.271397,-0.242436,0.513834,2.254405,2.572824,48.83,0.008388,DEVIATION
0.105115,0.001738,0.105101,0.011046,0.236885,-0.240962,0.477846,2.171952,2.253575,48.83,0.008272,DEVIATION
0.10415,0.002045,0.10413,0.010843,0.23675,-0.281325,0.518075,2.21284,2.27317,48.83,0.008149,DEVIATION
0.105438,0.002079,0.105418,0.011113,0.256528,-0.236691,0.49322,2.194293,2.432976,48.83,0.008396,DEVIATION
0.104478,0.003085,0.104433,0.010906,0.247787,-0.235446,0.483232,2.202265,2.37166,48.83,0.008142,DEVIATION
0.104707,0.002541,0.104676,0.010957,0.245676,-0.263518,0.509193,2.191007,2.346325,48.83,0.008169,DEVIATION
0.105976,0.002203,0.105953,0.011226,0.24522,-0.23765,0.48287,2.205102,2.313921,48.83,0.008319,DEVIATION
0.104955,0.002463,0.104926,0.011009,0.244367,-0.240095,0.484462,2.23662,2.328307,48.83,0.0083,DEVIATION
0.105335,0.003227,0.105286,0.011085,0.248777,-0.250909,0.499686,2.239305,2.361768,48.83,0.008294,DEVIATION
0.106047,0.002053,0.106027,0.011242,0.241073,-0.256905,0.497978,2.190175,2.273262,48.83,0.008537,DEVIATION
0.105911,0.002065,0.10589,0.011213,0.248872,-0.261009,0.509881,2.215812,2.349828,48.83,0.008393,DEVIATION
0.105072,0.002576,0.10504,0.011033,0.266986,-0.247228,0.514214,2.194933,2.540984,48.83,0.008279,DEVIATION
0.105334,0.002028,0.105315,0.011091,0.247235,-0.246248,0.493484,2.238429,2.34715,48.83,0.008235,DEVIATION
0.104771,0.002781,0.104734,0.010969,0.252295,-0.254157,0.506452,2.194381,2.408071,48.83,0.008299,DEVIATION
0.104507,0.001766,0.104492,0.010919,0.240246,-0.25302,0.493266,2.238458,2.298855,48.83,0.008217,DEVIATION
0.104994,0.001876,0.104977,0.01102,0.267858,-0.264866,0.532724,2.222342,2.551179,48.83,0.008023,DEVIATION
0.105002,0.002808,0.104964,0.011018,0.242684,-0.240696,0.48338,2.234301,2.311238,48.83,0.008247,DEVIATION
0.10469,0.002231,0.104667,0.010955,0.243906,-0.253116,0.497022,2.224117,2.32978,48.83,0.008264,DEVIATION
0.106675,0.002387,0.106648,0.011374,0.250973,-0.248786,0.499758,2.199589,2.352683,48.83,0.008597,DEVIATION
0.105194,0.00151,0.105183,0.011063,0.280576,-0.244552,0.525129,2.230563,2.667236,48.83,0.008262,DEVIATION
0.105517,0.002361,0.105491,0.011128,0.253346,-0.262821,0.516167,2.188922,2.400992,48.83,0.008293,DEVIATION
0.104998,0.002579,0.104966,0.011018,0.268596,-0.243195,0.511791,2.212321,2.558117,48.83,0.008354,DEVIATION
0.104557,0.001586,0.104545,0.01093,0.233808,-0.269299,0.503106,2.238315,2.236182,48.83,0.00828,DEVIATION
0.105745,0.002551,0.105714,0.011176,0.255317,-0.255068,0.510386,2.219405,2.414463,48.83,0.008312,DEVIATION
0.105561,0.002105,0.10554,0.011139,0.258125,-0.263355,0.52148,2.19986,2.445268,48.83,0.008393,DEVIATION
0.105333,0.001557,0.105321,0.011093,0.237823,-0.26011,0.497933,2.239257,2.257831,48.83,0.008311,DEVIATION
0.104736,0.001511,0.104725,0.010967,0.237009,-0.240637,0.477645,2.232938,2.262915,48.83,0.008342,DEVIATION
0.106366,0.002042,0.106346,0.01131,0.255527,-0.260536,0.516062,2.216993,2.402332,48.83,0.008521,DEVIATION
